taxid	Domain	Phylum	Class	Order	Family	Genus
Bacteria;Firmicutes;Clostridia;MAT-CR-H4-C10;NA;NA	Bacteria	Firmicutes	Clostridia	MAT-CR-H4-C10	NA	NA
Bacteria;GN01;NA;NA;NA;NA	Bacteria	GN01	NA	NA	NA	NA
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;uncultured	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	uncultured
Bacteria;Desulfobacterota;uncultured;NA;NA;NA	Bacteria	Desulfobacterota	uncultured	NA	NA	NA
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfolunaceae;Desulfofaba	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfolunaceae	Desulfofaba
Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;SC103	Bacteria	Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	SC103
Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;NA;NA	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;Alkalitalea	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Alkalitalea
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter
Bacteria;Myxococcota;Polyangia;VHS-B4-70;NA;NA	Bacteria	Myxococcota	Polyangia	VHS-B4-70	NA	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured
Bacteria;Proteobacteria;Gammaproteobacteria;B2M28;NA;NA	Bacteria	Proteobacteria	Gammaproteobacteria	B2M28	NA	NA
Bacteria;Gemmatimonadota;PAUC43f marine benthic group;NA;NA;NA	Bacteria	Gemmatimonadota	PAUC43f marine benthic group	NA	NA	NA
Bacteria;Gemmatimonadota;BD2-11 terrestrial group;NA;NA;NA	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;GoM-GC232-4463-Bac1;NA	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	GoM-GC232-4463-Bac1	NA
Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;NA;NA	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Sulfurimonadaceae;Sulfurimonas	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;LCP-80	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	LCP-80
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Salinivirgaceae;uncultured	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Salinivirgaceae	uncultured
Bacteria;Verrucomicrobiota;Kiritimatiellae;WCHB1-41;NA;NA	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;NA	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	NA
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Aminobacterium	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Aminobacterium
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Sulfurospirillaceae;Sulfurospirillum	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum
Bacteria;Myxococcota;Polyangia;MidBa8;NA;NA	Bacteria	Myxococcota	Polyangia	MidBa8	NA	NA
Bacteria;WS1;NA;NA;NA;NA	Bacteria	WS1	NA	NA	NA	NA
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;uncultured	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	uncultured
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Vallitalea	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Vallitalea
Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;NA	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseovarius	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 13	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 13
Bacteria;Proteobacteria;Gammaproteobacteria;SZB50;NA;NA	Bacteria	Proteobacteria	Gammaproteobacteria	SZB50	NA	NA
Bacteria;Patescibacteria;Gracilibacteria;Candidatus Peregrinibacteria;NA;NA	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peregrinibacteria	NA	NA
Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;uncultured	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	uncultured
Bacteria;CK-2C2-2;NA;NA;NA;NA	Bacteria	CK-2C2-2	NA	NA	NA	NA
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 17	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 17
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacteria;Firmicutes;Bacilli;Alicyclobacillales;Alicyclobacillaceae;Tumebacillus	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Ercella	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Ercella
Bacteria;Acidobacteriota;Subgroup 21;NA;NA;NA	Bacteria	Acidobacteriota	Subgroup 21	NA	NA	NA
Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;[Desulfobacterium] catecholicum group	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	[Desulfobacterium] catecholicum group
Bacteria;Dependentiae;Babeliae;Babeliales;NA;NA	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
Bacteria;Acidobacteriota;Acidobacteriae;PAUC26f;NA;NA	Bacteria	Acidobacteriota	Acidobacteriae	PAUC26f	NA	NA
Bacteria;Firmicutes;Bacilli;Izemoplasmatales;Izemoplasmataceae;NA	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	NA
Bacteria;Planctomycetota;Phycisphaerae;DG-20;NA;NA	Bacteria	Planctomycetota	Phycisphaerae	DG-20	NA	NA
Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae;NA	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	NA
Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;uncultured	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	uncultured
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;Alkaliflexus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Alkaliflexus
Bacteria;Desulfobacterota;Desulfuromonadia;PB19;NA;NA	Bacteria	Desulfobacterota	Desulfuromonadia	PB19	NA	NA
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium
Bacteria;Desulfobacterota;Desulfobaccia;Desulfobaccales;Desulfobaccaceae;Desulfobacca	Bacteria	Desulfobacterota	Desulfobaccia	Desulfobaccales	Desulfobaccaceae	Desulfobacca
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Papillibacter	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Papillibacter
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;uncultured	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	uncultured
Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;NA;NA	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	NA	NA
Bacteria;FCPU426;NA;NA;NA;NA	Bacteria	FCPU426	NA	NA	NA	NA
Bacteria;Acidobacteriota;d142;NA;NA;NA	Bacteria	Acidobacteriota	d142	NA	NA	NA
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Natranaerovirga	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Natranaerovirga
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;Sunxiuqinia	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia
Bacteria;Patescibacteria;Gracilibacteria;JGI 0000069-P22;NA;NA	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	NA	NA
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes vadinHA17;NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes vadinHA17	NA
Bacteria;Bacteroidota;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium
Bacteria;Cloacimonadota;Cloacimonadia;Cloacimonadales;NK-L14;NA	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	NK-L14	NA
Bacteria;Desulfobacterota;Syntrophorhabdia;Syntrophorhabdales;Syntrophorhabdaceae;Syntrophorhabdus	Bacteria	Desulfobacterota	Syntrophorhabdia	Syntrophorhabdales	Syntrophorhabdaceae	Syntrophorhabdus
Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales;uncultured;NA	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	uncultured	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Filomicrobium	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tropicimonas	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tropicimonas
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Sedimenticolaceae;uncultured	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	uncultured
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;Sva0081 sediment group	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Sva0081 sediment group
Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales;Syntrophomonadaceae;Syntrophomonas	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	Syntrophomonas
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured
Bacteria;Gemmatimonadota;MD2902-B12;NA;NA;NA	Bacteria	Gemmatimonadota	MD2902-B12	NA	NA	NA
Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;uncultured	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	uncultured
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Anaerovorax	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax
Bacteria;Spirochaetota;MVP-15;NA;NA;NA	Bacteria	Spirochaetota	MVP-15	NA	NA	NA
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Candidatus Marispirochaeta	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Candidatus Marispirochaeta
Bacteria;Actinobacteriota;WCHB1-81;NA;NA;NA	Bacteria	Actinobacteriota	WCHB1-81	NA	NA	NA
Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Thioalkalispiraceae;Thiohalophilus	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalispiraceae	Thiohalophilus
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;uncultured	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	uncultured
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;IS-44	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	IS-44
Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales;Oligoflexaceae;uncultured	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	uncultured
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;Desulfospira	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfospira
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiohalobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiohalobacter
Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria Incertae Sedis;Unknown Family;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria Incertae Sedis	Unknown Family	uncultured
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Candidatus Thiobios	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Candidatus Thiobios
Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Acetobacterium	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Acetobacterium
Bacteria;Fibrobacterota;Chitinivibrionia;uncultured;NA;NA	Bacteria	Fibrobacterota	Chitinivibrionia	uncultured	NA	NA
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;Prolixibacter	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Prolixibacter
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	NA
Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;uncultured;NA	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	NA
Bacteria;Chloroflexi;Dehalococcoidia;H3.93;NA;NA	Bacteria	Chloroflexi	Dehalococcoidia	H3.93	NA	NA
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Fusibacteraceae;Fusibacter	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;Saccharicrinis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Saccharicrinis
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Thermovirga	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Thermovirga
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionicimonas	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionicimonas
Bacteria;Elusimicrobiota;4-29;NA;NA;NA	Bacteria	Elusimicrobiota	4-29	NA	NA	NA
Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;Dehalobacterium	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	Dehalobacterium
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;NA;Anaeromicrobium	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	NA	Anaeromicrobium
Bacteria;Proteobacteria;Gammaproteobacteria;Milano-WF1B-44;NA;NA	Bacteria	Proteobacteria	Gammaproteobacteria	Milano-WF1B-44	NA	NA
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Halochromatium	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Halochromatium
Bacteria;WPS-2;NA;NA;NA;NA	Bacteria	WPS-2	NA	NA	NA	NA
Bacteria;Cloacimonadota;Cloacimonadia;Cloacimonadales;LK-44f;NA	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	LK-44f	NA
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;uncultured	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured
Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;Candidatus Chlorothrix	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Candidatus Chlorothrix
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Cellulosilyticum	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Cellulosilyticum
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;NA	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	NA
Bacteria;Planctomycetota;Phycisphaerae;CCM11a;NA;NA	Bacteria	Planctomycetota	Phycisphaerae	CCM11a	NA	NA
Bacteria;Actinobacteriota;Coriobacteriia;OPB41;NA;NA	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	NA	NA
Bacteria;10bav-F6;NA;NA;NA;NA	Bacteria	10bav-F6	NA	NA	NA	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;NA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter
Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;Desulfofustis	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfofustis
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Pelolinea	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Pelolinea
Bacteria;Myxococcota;Polyangia;UASB-TL25;NA;NA	Bacteria	Myxococcota	Polyangia	UASB-TL25	NA	NA
Bacteria;Bacteroidota;Ignavibacteria;Ignavibacteriales;Melioribacteraceae;IheB3-7	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	IheB3-7
Bacteria;TA06;NA;NA;NA;NA	Bacteria	TA06	NA	NA	NA	NA
Bacteria;Proteobacteria;Gammaproteobacteria;Granulosicoccales;Granulosicoccaceae;Granulosicoccus	Bacteria	Proteobacteria	Gammaproteobacteria	Granulosicoccales	Granulosicoccaceae	Granulosicoccus
Bacteria;FW113;NA;NA;NA;NA	Bacteria	FW113	NA	NA	NA	NA
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;JGI-0000079-D21	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	JGI-0000079-D21
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacterium	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacterium
Bacteria;Firmicutes;Clostridia;Thermincolales;Thermincolaceae;Thermincola	Bacteria	Firmicutes	Clostridia	Thermincolales	Thermincolaceae	Thermincola
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maritimimonas	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maritimimonas
Bacteria;Chloroflexi;Dehalococcoidia;Sh765B-AG-111;NA;NA	Bacteria	Chloroflexi	Dehalococcoidia	Sh765B-AG-111	NA	NA
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Sedimentibacteraceae;Sedimentibacter	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Sedimentibacteraceae	Sedimentibacter
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 7	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 7
Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;NA;NA	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Lutimonas	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutimonas
Bacteria;Desulfobacterota;Desulfomonilia;Desulfomonilales;Desulfomonilaceae;Desulfomonile	Bacteria	Desulfobacterota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	Desulfomonile
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;HN-HF0106	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	HN-HF0106
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;NA;Guggenheimella	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	NA	Guggenheimella
Bacteria;Desulfobacterota;Dissulfuribacteria;Dissulfuribacterales;Dissulfuribacteraceae;SEEP-SRB2	Bacteria	Desulfobacterota	Dissulfuribacteria	Dissulfuribacterales	Dissulfuribacteraceae	SEEP-SRB2
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Romboutsia	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Algibacter	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Algibacter
Bacteria;Elusimicrobiota;Rs-M47;NA;NA;NA	Bacteria	Elusimicrobiota	Rs-M47	NA	NA	NA
Bacteria;Patescibacteria;Microgenomatia;Candidatus Beckwithbacteria;NA;NA	Bacteria	Patescibacteria	Microgenomatia	Candidatus Beckwithbacteria	NA	NA
Bacteria;Acidobacteriota;Subgroup 18;NA;NA;NA	Bacteria	Acidobacteriota	Subgroup 18	NA	NA	NA
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;Lentimicrobium	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	Lentimicrobium
Bacteria;Cyanobacteria;Cyanobacteriia;Leptolyngbyales;Leptolyngbyaceae;uncultured	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	uncultured
Bacteria;Patescibacteria;Microgenomatia;Candidatus Collierbacteria;NA;NA	Bacteria	Patescibacteria	Microgenomatia	Candidatus Collierbacteria	NA	NA
Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;B122;NA	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	B122	NA
Bacteria;Patescibacteria;Microgenomatia;Candidatus Pacebacteria;NA;NA	Bacteria	Patescibacteria	Microgenomatia	Candidatus Pacebacteria	NA	NA
Bacteria;Chloroflexi;Dehalococcoidia;Napoli-4B-65;NA;NA	Bacteria	Chloroflexi	Dehalococcoidia	Napoli-4B-65	NA	NA
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;NA	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	NA
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiohalocapsa	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiohalocapsa
Bacteria;Elusimicrobiota;Lineage IIb;NA;NA;NA	Bacteria	Elusimicrobiota	Lineage IIb	NA	NA	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	uncultured
Bacteria;Planctomycetota;BD7-11;NA;NA;NA	Bacteria	Planctomycetota	BD7-11	NA	NA	NA
Bacteria;Desulfobacterota;Desulfarculia;Desulfarculales;Desulfarculaceae;Desulfocarbo	Bacteria	Desulfobacterota	Desulfarculia	Desulfarculales	Desulfarculaceae	Desulfocarbo
